advertisment_index,time_of_day,day_of_week,agency,text_image_ratio,number_of_users
37,00:46:07,Saturday,Agency D,0.17921215248586897,91.0
37,00:48:36,Saturday,Agency D,0.17921215248586897,94.0
37,00:52:16,Saturday,Agency D,0.17921215248586897,96.0
37,00:53:28,Saturday,Agency D,0.17921215248586897,100.0
37,00:53:46,Saturday,Agency D,0.17921215248586897,103.0
37,00:56:06,Saturday,Agency D,0.17921215248586897,104.0
37,00:56:10,Saturday,Agency D,0.17921215248586897,106.0
37,00:57:06,Saturday,Agency D,0.17921215248586897,109.0
37,00:57:40,Saturday,Agency D,0.17921215248586897,111.0
37,00:58:23,Saturday,Agency D,0.17921215248586897,114.0
45,00:31:48,Wednesday,Agency D,0.4109054743151973,26.0
51,06:29:06,Sunday,Agency C,0.5864080671549078,624.0
51,06:51:31,Sunday,Agency C,0.5864080671549078,626.0
51,06:55:09,Sunday,Agency C,0.5864080671549078,629.0
55,02:10:17,Saturday,Agency E,0.5168105977295109,219.0
55,02:15:20,Saturday,Agency E,0.5168105977295109,221.0
55,02:21:13,Saturday,Agency E,0.5168105977295109,225.0
55,02:22:44,Saturday,Agency E,0.5168105977295109,226.0
55,02:28:42,Saturday,Agency E,0.5168105977295109,230.0
55,02:32:58,Saturday,Agency E,0.5168105977295109,232.0
55,02:44:26,Saturday,Agency E,0.5168105977295109,235.0
55,02:48:59,Saturday,Agency E,0.5168105977295109,236.0
55,02:56:53,Saturday,Agency E,0.5168105977295109,238.0
58,00:44:14,Monday,Agency B,0.6886439164309838,8.0
58,00:45:52,Monday,Agency B,0.6886439164309838,11.0
60,02:01:37,Friday,Agency E,0.334004490127893,201.0
60,02:04:31,Friday,Agency E,0.334004490127893,204.0
60,02:06:58,Friday,Agency E,0.334004490127893,208.0
60,02:43:04,Friday,Agency E,0.334004490127893,210.0
60,02:57:21,Friday,Agency E,0.334004490127893,211.0
62,01:06:50,Thursday,Agency C,0.8832966855384095,119.0
62,01:43:54,Thursday,Agency C,0.8832966855384095,120.0
62,01:44:31,Thursday,Agency C,0.8832966855384095,121.0
75,04:00:55,Sunday,Agency A,0.9511176617681352,430.0
75,04:22:12,Sunday,Agency A,0.9511176617681352,433.0
75,04:33:50,Sunday,Agency A,0.9511176617681352,434.0
75,04:37:26,Sunday,Agency A,0.9511176617681352,435.0
75,04:38:31,Sunday,Agency A,0.9511176617681352,437.0
75,04:46:32,Sunday,Agency A,0.9511176617681352,438.0
79,04:01:41,Saturday,Agency A,0.45948089142879533,405.0
79,04:17:57,Saturday,Agency A,0.45948089142879533,406.0
79,04:30:59,Saturday,Agency A,0.45948089142879533,410.0
79,04:46:46,Saturday,Agency A,0.45948089142879533,413.0
80,04:17:27,Saturday,Agency A,0.8551021125464882,413.0
88,06:13:24,Thursday,Agency C,0.23827087655112944,614.0
88,06:35:55,Thursday,Agency C,0.23827087655112944,616.0
90,03:05:15,Wednesday,Agency A,0.4916590852192846,305.0
93,15:10:42,Sunday,Agency A,0.12980241720010377,1516.0
99,07:18:54,Friday,Agency E,0.30280802291987896,728.0
104,06:06:05,Sunday,Agency A,0.4750601422737354,637.0
104,06:16:33,Sunday,Agency A,0.4750601422737354,639.0
104,06:29:20,Sunday,Agency A,0.4750601422737354,642.0
104,06:31:54,Sunday,Agency A,0.4750601422737354,645.0
104,06:46:19,Sunday,Agency A,0.4750601422737354,647.0
104,06:59:10,Sunday,Agency A,0.4750601422737354,649.0
107,04:53:14,Monday,Agency A,0.21081403720012926,409.0
120,00:02:36,Friday,Agency B,0.405265818173426,40.0
120,00:07:04,Friday,Agency B,0.405265818173426,41.0
120,00:12:56,Friday,Agency B,0.405265818173426,42.0
120,00:13:05,Friday,Agency B,0.405265818173426,45.0
120,00:17:42,Friday,Agency B,0.405265818173426,49.0
120,00:20:24,Friday,Agency B,0.405265818173426,52.0
120,00:20:44,Friday,Agency B,0.405265818173426,53.0
120,00:27:32,Friday,Agency B,0.405265818173426,57.0
120,00:27:55,Friday,Agency B,0.405265818173426,58.0
120,00:28:38,Friday,Agency B,0.405265818173426,62.0
120,00:42:34,Friday,Agency B,0.405265818173426,66.0
120,00:43:24,Friday,Agency B,0.405265818173426,67.0
120,00:51:59,Friday,Agency B,0.405265818173426,68.0
120,00:56:58,Friday,Agency B,0.405265818173426,71.0
120,00:59:27,Friday,Agency B,0.405265818173426,75.0
129,17:33:37,Saturday,Agency E,0.10532337080403764,1713.0
134,04:01:07,Friday,Agency B,0.4992112921898407,404.0
134,04:15:08,Friday,Agency B,0.4992112921898407,406.0
134,04:23:50,Friday,Agency B,0.4992112921898407,410.0
137,00:01:24,Thursday,Agency C,0.09670524215771503,26.0
137,00:09:19,Thursday,Agency C,0.09670524215771503,27.0
137,00:13:39,Thursday,Agency C,0.09670524215771503,30.0
137,00:17:20,Thursday,Agency C,0.09670524215771503,32.0
137,00:18:07,Thursday,Agency C,0.09670524215771503,33.0
137,00:20:16,Thursday,Agency C,0.09670524215771503,35.0
137,00:25:05,Thursday,Agency C,0.09670524215771503,39.0
137,00:27:14,Thursday,Agency C,0.09670524215771503,41.0
137,00:29:37,Thursday,Agency C,0.09670524215771503,45.0
137,00:29:50,Thursday,Agency C,0.09670524215771503,46.0
137,00:33:52,Thursday,Agency C,0.09670524215771503,50.0
137,00:39:18,Thursday,Agency C,0.09670524215771503,52.0
137,00:51:40,Thursday,Agency C,0.09670524215771503,53.0
142,00:01:05,Saturday,Agency E,0.6405244033239051,0.0
142,00:14:14,Saturday,Agency E,0.6405244033239051,1.0
142,00:18:46,Saturday,Agency E,0.6405244033239051,5.0
142,00:22:58,Saturday,Agency E,0.6405244033239051,7.0
142,00:25:34,Saturday,Agency E,0.6405244033239051,10.0
142,00:27:36,Saturday,Agency E,0.6405244033239051,12.0
142,00:30:33,Saturday,Agency E,0.6405244033239051,15.0
142,00:30:43,Saturday,Agency E,0.6405244033239051,19.0
142,00:32:06,Saturday,Agency E,0.6405244033239051,22.0
142,00:37:00,Saturday,Agency E,0.6405244033239051,25.0
142,00:40:58,Saturday,Agency E,0.6405244033239051,26.0
142,00:45:56,Saturday,Agency E,0.6405244033239051,29.0
142,00:46:15,Saturday,Agency E,0.6405244033239051,33.0
142,00:48:55,Saturday,Agency E,0.6405244033239051,37.0
142,00:51:58,Saturday,Agency E,0.6405244033239051,41.0
142,00:53:36,Saturday,Agency E,0.6405244033239051,43.0
145,09:42:21,Sunday,Agency B,0.046988449448441716,931.0
154,01:00:47,Sunday,Agency B,0.11160085206754089,131.0
154,01:00:55,Sunday,Agency B,0.11160085206754089,135.0
154,01:01:38,Sunday,Agency B,0.11160085206754089,138.0
154,01:01:40,Sunday,Agency B,0.11160085206754089,142.0
154,01:01:44,Sunday,Agency B,0.11160085206754089,144.0
154,01:01:53,Sunday,Agency B,0.11160085206754089,147.0
154,01:02:17,Sunday,Agency B,0.11160085206754089,151.0
154,01:02:59,Sunday,Agency B,0.11160085206754089,155.0
154,01:03:08,Sunday,Agency B,0.11160085206754089,156.0
154,01:03:22,Sunday,Agency B,0.11160085206754089,160.0
154,01:04:23,Sunday,Agency B,0.11160085206754089,163.0
154,01:04:24,Sunday,Agency B,0.11160085206754089,167.0
154,01:04:25,Sunday,Agency B,0.11160085206754089,170.0
154,01:04:28,Sunday,Agency B,0.11160085206754089,174.0
154,01:04:37,Sunday,Agency B,0.11160085206754089,176.0
154,01:04:52,Sunday,Agency B,0.11160085206754089,180.0
154,01:04:59,Sunday,Agency B,0.11160085206754089,183.0
154,01:05:40,Sunday,Agency B,0.11160085206754089,184.0
154,01:06:14,Sunday,Agency B,0.11160085206754089,187.0
154,01:06:58,Sunday,Agency B,0.11160085206754089,189.0
154,01:07:04,Sunday,Agency B,0.11160085206754089,190.0
154,01:07:46,Sunday,Agency B,0.11160085206754089,192.0
154,01:07:52,Sunday,Agency B,0.11160085206754089,196.0
154,01:08:17,Sunday,Agency B,0.11160085206754089,197.0
154,01:08:32,Sunday,Agency B,0.11160085206754089,201.0
154,01:08:59,Sunday,Agency B,0.11160085206754089,202.0
154,01:09:58,Sunday,Agency B,0.11160085206754089,204.0
154,01:10:11,Sunday,Agency B,0.11160085206754089,207.0
154,01:11:18,Sunday,Agency B,0.11160085206754089,210.0
154,01:13:28,Sunday,Agency B,0.11160085206754089,211.0
154,01:13:40,Sunday,Agency B,0.11160085206754089,215.0
154,01:14:23,Sunday,Agency B,0.11160085206754089,219.0
154,01:16:32,Sunday,Agency B,0.11160085206754089,222.0
154,01:16:53,Sunday,Agency B,0.11160085206754089,223.0
154,01:17:07,Sunday,Agency B,0.11160085206754089,224.0
154,01:17:27,Sunday,Agency B,0.11160085206754089,228.0
154,01:17:27,Sunday,Agency B,0.11160085206754089,229.0
154,01:17:47,Sunday,Agency B,0.11160085206754089,230.0
154,01:18:04,Sunday,Agency B,0.11160085206754089,233.0
154,01:18:52,Sunday,Agency B,0.11160085206754089,236.0
154,01:18:58,Sunday,Agency B,0.11160085206754089,240.0
154,01:19:34,Sunday,Agency B,0.11160085206754089,244.0
154,01:19:38,Sunday,Agency B,0.11160085206754089,248.0
154,01:19:38,Sunday,Agency B,0.11160085206754089,249.0
154,01:19:52,Sunday,Agency B,0.11160085206754089,251.0
154,01:20:09,Sunday,Agency B,0.11160085206754089,254.0
154,01:20:24,Sunday,Agency B,0.11160085206754089,256.0
154,01:20:29,Sunday,Agency B,0.11160085206754089,258.0
154,01:20:38,Sunday,Agency B,0.11160085206754089,261.0
154,01:20:59,Sunday,Agency B,0.11160085206754089,264.0
154,01:22:01,Sunday,Agency B,0.11160085206754089,265.0
154,01:22:10,Sunday,Agency B,0.11160085206754089,267.0
154,01:22:31,Sunday,Agency B,0.11160085206754089,269.0
154,01:22:37,Sunday,Agency B,0.11160085206754089,272.0
154,01:23:30,Sunday,Agency B,0.11160085206754089,274.0
154,01:23:38,Sunday,Agency B,0.11160085206754089,277.0
154,01:23:53,Sunday,Agency B,0.11160085206754089,279.0
154,01:24:02,Sunday,Agency B,0.11160085206754089,283.0
154,01:24:52,Sunday,Agency B,0.11160085206754089,287.0
154,01:25:43,Sunday,Agency B,0.11160085206754089,290.0
154,01:25:49,Sunday,Agency B,0.11160085206754089,293.0
154,01:25:57,Sunday,Agency B,0.11160085206754089,295.0
154,01:25:57,Sunday,Agency B,0.11160085206754089,297.0
154,01:26:45,Sunday,Agency B,0.11160085206754089,299.0
154,01:27:33,Sunday,Agency B,0.11160085206754089,301.0
154,01:27:35,Sunday,Agency B,0.11160085206754089,304.0
154,01:27:56,Sunday,Agency B,0.11160085206754089,307.0
154,01:28:12,Sunday,Agency B,0.11160085206754089,309.0
154,01:32:16,Sunday,Agency B,0.11160085206754089,312.0
154,01:32:18,Sunday,Agency B,0.11160085206754089,314.0
154,01:32:29,Sunday,Agency B,0.11160085206754089,315.0
154,01:33:56,Sunday,Agency B,0.11160085206754089,319.0
154,01:34:32,Sunday,Agency B,0.11160085206754089,320.0
154,01:34:54,Sunday,Agency B,0.11160085206754089,323.0
154,01:35:11,Sunday,Agency B,0.11160085206754089,326.0
154,01:35:24,Sunday,Agency B,0.11160085206754089,330.0
154,01:35:44,Sunday,Agency B,0.11160085206754089,331.0
154,01:35:47,Sunday,Agency B,0.11160085206754089,334.0
154,01:36:35,Sunday,Agency B,0.11160085206754089,336.0
154,01:37:15,Sunday,Agency B,0.11160085206754089,337.0
154,01:38:12,Sunday,Agency B,0.11160085206754089,338.0
154,01:39:43,Sunday,Agency B,0.11160085206754089,341.0
154,01:40:01,Sunday,Agency B,0.11160085206754089,344.0
154,01:40:05,Sunday,Agency B,0.11160085206754089,348.0
154,01:40:18,Sunday,Agency B,0.11160085206754089,352.0
154,01:41:15,Sunday,Agency B,0.11160085206754089,356.0
154,01:42:01,Sunday,Agency B,0.11160085206754089,359.0
154,01:42:57,Sunday,Agency B,0.11160085206754089,362.0
154,01:44:52,Sunday,Agency B,0.11160085206754089,363.0
154,01:45:06,Sunday,Agency B,0.11160085206754089,364.0
154,01:45:43,Sunday,Agency B,0.11160085206754089,366.0
154,01:45:44,Sunday,Agency B,0.11160085206754089,368.0
154,01:46:44,Sunday,Agency B,0.11160085206754089,369.0
154,01:47:57,Sunday,Agency B,0.11160085206754089,371.0
154,01:48:02,Sunday,Agency B,0.11160085206754089,373.0
154,01:48:40,Sunday,Agency B,0.11160085206754089,375.0
154,01:49:00,Sunday,Agency B,0.11160085206754089,376.0
154,01:49:11,Sunday,Agency B,0.11160085206754089,380.0
154,01:49:23,Sunday,Agency B,0.11160085206754089,383.0
154,01:49:34,Sunday,Agency B,0.11160085206754089,385.0
154,01:50:04,Sunday,Agency B,0.11160085206754089,387.0
154,01:52:25,Sunday,Agency B,0.11160085206754089,389.0
154,01:52:28,Sunday,Agency B,0.11160085206754089,391.0
154,01:52:43,Sunday,Agency B,0.11160085206754089,392.0
154,01:53:15,Sunday,Agency B,0.11160085206754089,393.0
154,01:54:03,Sunday,Agency B,0.11160085206754089,397.0
154,01:54:17,Sunday,Agency B,0.11160085206754089,400.0
154,01:55:04,Sunday,Agency B,0.11160085206754089,402.0
154,01:55:08,Sunday,Agency B,0.11160085206754089,403.0
154,01:56:15,Sunday,Agency B,0.11160085206754089,404.0
154,01:56:16,Sunday,Agency B,0.11160085206754089,408.0
154,01:56:55,Sunday,Agency B,0.11160085206754089,411.0
154,01:57:18,Sunday,Agency B,0.11160085206754089,412.0
154,01:57:29,Sunday,Agency B,0.11160085206754089,416.0
154,01:57:57,Sunday,Agency B,0.11160085206754089,418.0
154,01:57:59,Sunday,Agency B,0.11160085206754089,420.0
154,01:58:36,Sunday,Agency B,0.11160085206754089,421.0
154,01:59:08,Sunday,Agency B,0.11160085206754089,422.0
154,01:59:36,Sunday,Agency B,0.11160085206754089,425.0
154,01:59:41,Sunday,Agency B,0.11160085206754089,427.0
173,09:14:18,Sunday,Agency D,0.3974828051416387,925.0
173,09:49:21,Sunday,Agency D,0.3974828051416387,927.0
177,08:38:01,Wednesday,Agency E,0.2606834219730245,814.0
177,08:57:48,Wednesday,Agency E,0.2606834219730245,815.0
179,02:11:17,Thursday,Agency E,0.48710550911938066,236.0
179,02:38:17,Thursday,Agency E,0.48710550911938066,238.0
182,04:11:14,Saturday,Agency B,0.745883152409065,403.0
182,04:39:46,Saturday,Agency B,0.745883152409065,406.0
182,04:58:26,Saturday,Agency B,0.745883152409065,407.0
184,04:01:18,Sunday,Agency A,0.23855745462555245,435.0
184,04:04:10,Sunday,Agency A,0.23855745462555245,436.0
184,04:04:30,Sunday,Agency A,0.23855745462555245,437.0
184,04:07:27,Sunday,Agency A,0.23855745462555245,439.0
184,04:12:29,Sunday,Agency A,0.23855745462555245,442.0
184,04:13:30,Sunday,Agency A,0.23855745462555245,443.0
184,04:13:46,Sunday,Agency A,0.23855745462555245,447.0
184,04:15:16,Sunday,Agency A,0.23855745462555245,451.0
184,04:16:13,Sunday,Agency A,0.23855745462555245,453.0
184,04:17:38,Sunday,Agency A,0.23855745462555245,456.0
184,04:25:51,Sunday,Agency A,0.23855745462555245,457.0
184,04:28:38,Sunday,Agency A,0.23855745462555245,460.0
184,04:31:40,Sunday,Agency A,0.23855745462555245,462.0
184,04:35:15,Sunday,Agency A,0.23855745462555245,465.0
184,04:36:35,Sunday,Agency A,0.23855745462555245,469.0
184,04:39:38,Sunday,Agency A,0.23855745462555245,470.0
184,04:40:10,Sunday,Agency A,0.23855745462555245,471.0
184,04:41:52,Sunday,Agency A,0.23855745462555245,473.0
184,04:46:25,Sunday,Agency A,0.23855745462555245,477.0
184,04:47:05,Sunday,Agency A,0.23855745462555245,478.0
184,04:47:31,Sunday,Agency A,0.23855745462555245,480.0
184,04:59:42,Sunday,Agency A,0.23855745462555245,482.0
189,04:17:17,Tuesday,Agency D,0.23802908835516767,420.0
190,14:59:08,Saturday,Agency B,0.016057695550388607,1423.0
193,04:51:03,Wednesday,Agency A,0.4472211578023597,400.0
194,05:20:47,Friday,Agency D,0.4778970204233354,510.0
204,05:18:31,Saturday,Agency E,0.926333488639535,519.0
204,05:21:36,Saturday,Agency E,0.926333488639535,520.0
204,05:27:47,Saturday,Agency E,0.926333488639535,523.0
204,05:54:20,Saturday,Agency E,0.926333488639535,525.0
209,05:01:40,Sunday,Agency D,0.4261610880679436,514.0
209,05:04:56,Sunday,Agency D,0.4261610880679436,517.0
209,05:18:02,Sunday,Agency D,0.4261610880679436,519.0
209,05:29:02,Sunday,Agency D,0.4261610880679436,523.0
209,05:50:20,Sunday,Agency D,0.4261610880679436,525.0
210,12:56:28,Sunday,Agency E,0.8895335963245822,1246.0
220,04:59:14,Wednesday,Agency A,0.023572679068335378,426.0
226,01:00:28,Sunday,Agency B,0.3498591783046663,144.0
226,01:02:42,Sunday,Agency B,0.3498591783046663,145.0
226,01:03:37,Sunday,Agency B,0.3498591783046663,146.0
226,01:04:12,Sunday,Agency B,0.3498591783046663,148.0
226,01:05:23,Sunday,Agency B,0.3498591783046663,149.0
226,01:05:28,Sunday,Agency B,0.3498591783046663,152.0
226,01:05:32,Sunday,Agency B,0.3498591783046663,153.0
226,01:05:47,Sunday,Agency B,0.3498591783046663,154.0
226,01:06:32,Sunday,Agency B,0.3498591783046663,157.0
226,01:08:41,Sunday,Agency B,0.3498591783046663,159.0
226,01:09:01,Sunday,Agency B,0.3498591783046663,161.0
226,01:09:22,Sunday,Agency B,0.3498591783046663,165.0
226,01:10:10,Sunday,Agency B,0.3498591783046663,166.0
226,01:12:00,Sunday,Agency B,0.3498591783046663,170.0
226,01:13:42,Sunday,Agency B,0.3498591783046663,173.0
226,01:13:50,Sunday,Agency B,0.3498591783046663,175.0
226,01:14:14,Sunday,Agency B,0.3498591783046663,176.0
226,01:16:49,Sunday,Agency B,0.3498591783046663,177.0
226,01:17:10,Sunday,Agency B,0.3498591783046663,181.0
226,01:17:23,Sunday,Agency B,0.3498591783046663,184.0
226,01:17:49,Sunday,Agency B,0.3498591783046663,187.0
226,01:20:12,Sunday,Agency B,0.3498591783046663,188.0
226,01:21:25,Sunday,Agency B,0.3498591783046663,189.0
226,01:23:28,Sunday,Agency B,0.3498591783046663,193.0
226,01:25:07,Sunday,Agency B,0.3498591783046663,194.0
226,01:26:26,Sunday,Agency B,0.3498591783046663,196.0
226,01:26:50,Sunday,Agency B,0.3498591783046663,200.0
226,01:28:18,Sunday,Agency B,0.3498591783046663,203.0
226,01:29:49,Sunday,Agency B,0.3498591783046663,206.0
226,01:32:20,Sunday,Agency B,0.3498591783046663,209.0
226,01:33:41,Sunday,Agency B,0.3498591783046663,210.0
226,01:36:25,Sunday,Agency B,0.3498591783046663,214.0
226,01:37:41,Sunday,Agency B,0.3498591783046663,216.0
226,01:38:32,Sunday,Agency B,0.3498591783046663,220.0
226,01:39:17,Sunday,Agency B,0.3498591783046663,221.0
226,01:40:10,Sunday,Agency B,0.3498591783046663,223.0
226,01:40:22,Sunday,Agency B,0.3498591783046663,224.0
226,01:40:27,Sunday,Agency B,0.3498591783046663,226.0
226,01:40:31,Sunday,Agency B,0.3498591783046663,227.0
226,01:41:10,Sunday,Agency B,0.3498591783046663,230.0
226,01:42:36,Sunday,Agency B,0.3498591783046663,233.0
226,01:43:24,Sunday,Agency B,0.3498591783046663,237.0
226,01:43:56,Sunday,Agency B,0.3498591783046663,240.0
226,01:45:44,Sunday,Agency B,0.3498591783046663,243.0
226,01:47:44,Sunday,Agency B,0.3498591783046663,244.0
226,01:48:23,Sunday,Agency B,0.3498591783046663,245.0
226,01:49:03,Sunday,Agency B,0.3498591783046663,248.0
226,01:51:16,Sunday,Agency B,0.3498591783046663,249.0
226,01:51:38,Sunday,Agency B,0.3498591783046663,252.0
226,01:53:24,Sunday,Agency B,0.3498591783046663,253.0
226,01:53:34,Sunday,Agency B,0.3498591783046663,256.0
226,01:54:16,Sunday,Agency B,0.3498591783046663,258.0
226,01:54:36,Sunday,Agency B,0.3498591783046663,260.0
226,01:56:56,Sunday,Agency B,0.3498591783046663,262.0
226,01:57:20,Sunday,Agency B,0.3498591783046663,266.0
226,01:57:22,Sunday,Agency B,0.3498591783046663,268.0
226,01:58:11,Sunday,Agency B,0.3498591783046663,271.0
235,01:24:08,Thursday,Agency D,0.5170116299425435,107.0
235,01:45:18,Thursday,Agency D,0.5170116299425435,111.0
240,06:11:02,Sunday,Agency C,0.23561536963430763,644.0
240,06:13:14,Sunday,Agency C,0.23561536963430763,647.0
240,06:15:42,Sunday,Agency C,0.23561536963430763,651.0
240,06:20:29,Sunday,Agency C,0.23561536963430763,653.0
240,06:21:14,Sunday,Agency C,0.23561536963430763,654.0
240,06:29:25,Sunday,Agency C,0.23561536963430763,655.0
240,06:30:11,Sunday,Agency C,0.23561536963430763,657.0
240,06:39:21,Sunday,Agency C,0.23561536963430763,658.0
240,06:45:21,Sunday,Agency C,0.23561536963430763,662.0
240,06:52:54,Sunday,Agency C,0.23561536963430763,665.0
240,06:57:57,Sunday,Agency C,0.23561536963430763,666.0
240,06:59:09,Sunday,Agency C,0.23561536963430763,669.0
240,06:59:21,Sunday,Agency C,0.23561536963430763,670.0
246,03:02:03,Sunday,Agency B,0.09351441350676482,317.0
246,03:03:12,Sunday,Agency B,0.09351441350676482,319.0
246,03:03:26,Sunday,Agency B,0.09351441350676482,323.0
246,03:03:54,Sunday,Agency B,0.09351441350676482,327.0
246,03:05:49,Sunday,Agency B,0.09351441350676482,328.0
246,03:05:57,Sunday,Agency B,0.09351441350676482,332.0
246,03:05:59,Sunday,Agency B,0.09351441350676482,333.0
246,03:11:04,Sunday,Agency B,0.09351441350676482,337.0
246,03:12:03,Sunday,Agency B,0.09351441350676482,338.0
246,03:13:41,Sunday,Agency B,0.09351441350676482,340.0
246,03:14:13,Sunday,Agency B,0.09351441350676482,341.0
246,03:16:01,Sunday,Agency B,0.09351441350676482,344.0
246,03:17:01,Sunday,Agency B,0.09351441350676482,345.0
246,03:25:53,Sunday,Agency B,0.09351441350676482,347.0
246,03:33:01,Sunday,Agency B,0.09351441350676482,350.0
246,03:34:19,Sunday,Agency B,0.09351441350676482,353.0
246,03:34:42,Sunday,Agency B,0.09351441350676482,354.0
246,03:35:40,Sunday,Agency B,0.09351441350676482,357.0
246,03:36:09,Sunday,Agency B,0.09351441350676482,361.0
246,03:36:56,Sunday,Agency B,0.09351441350676482,365.0
246,03:38:01,Sunday,Agency B,0.09351441350676482,368.0
246,03:39:17,Sunday,Agency B,0.09351441350676482,369.0
246,03:42:05,Sunday,Agency B,0.09351441350676482,371.0
246,03:43:48,Sunday,Agency B,0.09351441350676482,373.0
246,03:44:09,Sunday,Agency B,0.09351441350676482,377.0
246,03:46:15,Sunday,Agency B,0.09351441350676482,381.0
246,03:46:34,Sunday,Agency B,0.09351441350676482,385.0
246,03:47:17,Sunday,Agency B,0.09351441350676482,389.0
246,03:49:39,Sunday,Agency B,0.09351441350676482,390.0
246,03:51:04,Sunday,Agency B,0.09351441350676482,391.0
246,03:55:15,Sunday,Agency B,0.09351441350676482,394.0
246,03:55:41,Sunday,Agency B,0.09351441350676482,396.0
246,03:56:21,Sunday,Agency B,0.09351441350676482,398.0
246,03:56:26,Sunday,Agency B,0.09351441350676482,401.0
246,03:56:49,Sunday,Agency B,0.09351441350676482,405.0
246,03:57:33,Sunday,Agency B,0.09351441350676482,407.0
246,03:58:44,Sunday,Agency B,0.09351441350676482,410.0
252,04:12:22,Saturday,Agency C,0.15145387055183324,441.0
252,04:21:15,Saturday,Agency C,0.15145387055183324,445.0
252,04:22:42,Saturday,Agency C,0.15145387055183324,448.0
252,04:52:38,Saturday,Agency C,0.15145387055183324,450.0
256,02:10:33,Thursday,Agency A,0.8544514716717351,248.0
256,02:21:18,Thursday,Agency A,0.8544514716717351,251.0
256,02:34:38,Thursday,Agency A,0.8544514716717351,255.0
